seq,stock_code,stock_name,percent,holding_number,holding_value,season,fund_code
35,301117,佳缘科技,0.0,0.03,1.43,2022年2季度股票投资明细,008099
36,301116,益客食品,0.0,0.06,1.18,2022年2季度股票投资明细,008099
37,301196,唯科科技,0.0,0.03,1.02,2022年2季度股票投资明细,008099
38,301158,德石股份,0.0,0.04,0.77,2022年2季度股票投资明细,008099
39,301228,实朴检测,0.0,0.04,0.76,2022年2季度股票投资明细,008099
40,600926,杭州银行,8.15,3573.8,50354.8,2022年1季度股票投资明细,008099
41,601009,南京银行,5.25,3038.7,32422.97,2022年1季度股票投资明细,008099
42,01907,中国旭阳集团,5.24,9626.1,32398.48,2022年1季度股票投资明细,008099
43,00753,中国国航,5.13,7122.6,31712.98,2022年1季度股票投资明细,008099
44,01055,中国南方航空股份,4.82,8061.8,29814.19,2022年1季度股票投资明细,008099
45,00670,中国东方航空股份,4.33,12515.2,26795.87,2022年1季度股票投资明细,008099
46,300133,华策影视,4.28,5210.94,26471.56,2022年1季度股票投资明细,008099
47,300119,瑞普生物,3.79,1230.9,23399.41,2022年1季度股票投资明细,008099
48,002928,华夏航空,3.73,2240.35,23053.16,2022年1季度股票投资明细,008099
49,600115,中国东航,3.67,4842.68,22663.74,2022年1季度股票投资明细,008099
50,00819,天能动力,3.57,4042.3,22096.05,2022年1季度股票投资明细,008099
51,601111,中国国航,3.57,2422.8,22071.69,2022年1季度股票投资明细,008099
52,603885,吉祥航空,3.52,1592.55,21786.1,2022年1季度股票投资明细,008099
53,600029,南方航空,3.51,3501.49,21674.22,2022年1季度股票投资明细,008099
54,000736,中交地产,3.28,1433.22,20265.67,2022年1季度股票投资明细,008099
55,600459,贵研铂业,3.09,934.94,19072.84,2022年1季度股票投资明细,008099
1,601012,隆基绿能,9.71,225.4,15018.1,2022年2季度股票投资明细,008295
2,002311,海大集团,8.66,223.09,13387.87,2022年2季度股票投资明细,008295
3,000792,盐湖股份,7.46,385.07,11536.7,2022年2季度股票投资明细,008295
4,603063,禾望电气,5.0,201.01,7728.83,2022年2季度股票投资明细,008295
5,603098,森特股份,4.87,209.86,7525.58,2022年2季度股票投资明细,008295
6,002352,顺丰控股,4.46,123.65,6901.14,2022年2季度股票投资明细,008295
7,688333,铂力特,3.68,31.18,5698.12,2022年2季度股票投资明细,008295
8,300124,汇川技术,3.67,86.05,5667.78,2022年2季度股票投资明细,008295
9,601877,正泰电器,3.44,148.54,5314.76,2022年2季度股票投资明细,008295
10,002028,思源电气,2.65,114.94,4098.76,2022年2季度股票投资明细,008295
11,603501,韦尔股份,2.56,22.9,3962.39,2022年2季度股票投资明细,008295
12,300699,光威复材,2.52,66.08,3890.13,2022年2季度股票投资明细,008295
13,688568,中科星图,2.45,55.95,3790.86,2022年2季度股票投资明细,008295
14,03899,中集安瑞科,2.13,457.8,3300.4,2022年2季度股票投资明细,008295
15,02020,安踏体育,2.12,39.74,3276.18,2022年2季度股票投资明细,008295
16,300724,捷佳伟创,1.89,32.78,2928.89,2022年2季度股票投资明细,008295
17,000811,冰轮环境,1.32,195.31,2037.04,2022年2季度股票投资明细,008295
18,03898,时代电气,1.29,60.37,1998.0,2022年2季度股票投资明细,008295
19,688339,亿华通,1.28,20.19,1986.52,2022年2季度股票投资明细,008295
20,00700,腾讯控股,1.25,6.37,1930.62,2022年2季度股票投资明细,008295
21,600745,闻泰科技,1.24,22.61,1924.34,2022年2季度股票投资明细,008295
22,300748,金力永磁,1.23,51.68,1901.94,2022年2季度股票投资明细,008295
23,000400,许继电气,1.2,96.83,1859.14,2022年2季度股票投资明细,008295
24,688269,凯立新材,1.19,17.69,1846.12,2022年2季度股票投资明细,008295
25,000516,国际医学,1.18,168.33,1819.6,2022年2季度股票投资明细,008295
26,600406,国电南瑞,1.13,64.63,1745.13,2022年2季度股票投资明细,008295
27,603688,石英股份,0.96,11.19,1483.47,2022年2季度股票投资明细,008295
28,600893,航发动力,0.9,30.7,1396.95,2022年2季度股票投资明细,008295
29,02015,理想汽车-W,0.88,10.46,1367.73,2022年2季度股票投资明细,008295
30,600438,通威股份,0.62,16.0,957.95,2022年2季度股票投资明细,008295
31,002223,鱼跃医疗,0.54,32.59,836.26,2022年2季度股票投资明细,008295
32,600584,长电科技,0.54,30.68,828.36,2022年2季度股票投资明细,008295
33,688065,凯赛生物,0.52,7.24,809.86,2022年2季度股票投资明细,008295
34,300223,北京君正,0.52,7.6,807.5,2022年2季度股票投资明细,008295
35,002050,三花智控,0.52,29.21,802.64,2022年2季度股票投资明细,008295
36,002242,九阳股份,0.47,39.99,734.22,2022年2季度股票投资明细,008295
37,688289,圣湘生物,0.44,23.68,687.31,2022年2季度股票投资明细,008295
38,002405,四维图新,0.41,42.34,638.06,2022年2季度股票投资明细,008295
39,600576,祥源文化,0.34,91.68,531.74,2022年2季度股票投资明细,008295
40,601012,隆基绿能,9.38,196.53,14187.37,2022年1季度股票投资明细,008295
41,002311,海大集团,7.23,199.15,10933.55,2022年1季度股票投资明细,008295
42,603063,禾望电气,5.57,239.5,8425.61,2022年1季度股票投资明细,008295
43,603098,森特股份,5.23,193.2,7911.54,2022年1季度股票投资明细,008295
44,000792,盐湖股份,4.54,228.61,6874.33,2022年1季度股票投资明细,008295
45,002352,顺丰控股,4.49,148.54,6788.47,2022年1季度股票投资明细,008295
46,300124,汇川技术,4.45,118.15,6734.27,2022年1季度股票投资明细,008295
47,600036,招商银行,3.63,117.43,5495.8,2022年1季度股票投资明细,008295
48,601877,正泰电器,3.33,127.44,5044.08,2022年1季度股票投资明细,008295
49,688333,铂力特,3.27,31.89,4942.28,2022年1季度股票投资明细,008295
1,603986,兆易创新,9.19,22.33,3175.81,2022年2季度股票投资明细,008634
2,688023,安恒信息,8.55,20.0,2953.2,2022年2季度股票投资明细,008634
3,300454,深信服,8.51,28.34,2940.68,2022年2季度股票投资明细,008634
4,600588,用友网络,8.38,133.33,2894.7,2022年2季度股票投资明细,008634
5,688099,晶晨股份,8.18,28.0,2828.0,2022年2季度股票投资明细,008634
6,688536,思瑞浦,8.13,5.0,2807.95,2022年2季度股票投资明细,008634
7,300661,圣邦股份,7.9,15.0,2730.32,2022年2季度股票投资明细,008634
8,603893,瑞芯微,7.46,28.33,2576.57,2022年2季度股票投资明细,008634
9,688012,中微公司,7.43,22.0,2568.5,2022年2季度股票投资明细,008634
10,688798,艾为电子,7.08,18.0,2445.84,2022年2季度股票投资明细,008634
11,688728,格科微,5.93,100.0,2051.0,2022年2季度股票投资明细,008634
12,688158,优刻得,4.2,100.0,1453.0,2022年2季度股票投资明细,008634
13,688369,致远互联,2.09,16.0,721.76,2022年2季度股票投资明细,008634
14,600941,中国移动,0.76,4.37,263.22,2022年2季度股票投资明细,008634
15,688400,凌云光,0.03,0.5,11.0,2022年2季度股票投资明细,008634
16,688102,斯瑞新材,0.02,0.6,7.37,2022年2季度股票投资明细,008634
17,601089,福元医药,0.01,0.17,3.68,2022年2季度股票投资明细,008634
18,301215,中汽股份,0.01,0.37,2.39,2022年2季度股票投资明细,008634
19,301122,采纳股份,0.01,0.03,2.12,2022年2季度股票投资明细,008634
20,301268,铭利达,0.01,0.05,1.84,2022年2季度股票投资明细,008634
21,301263,泰恩康,0.01,0.06,1.82,2022年2季度股票投资明细,008634
22,301256,华融化学,0.0,0.17,1.67,2022年2季度股票投资明细,008634
23,301235,华康医疗,0.0,0.04,1.59,2022年2季度股票投资明细,008634
24,301103,何氏眼科,0.0,0.04,1.32,2022年2季度股票投资明细,008634
25,001268,联合精密,0.0,0.04,1.13,2022年2季度股票投资明细,008634
26,301123,奕东电子,0.0,0.04,1.11,2022年2季度股票投资明细,008634
27,301137,哈焊华通,0.0,0.06,1.03,2022年2季度股票投资明细,008634
28,301130,西点药业,0.0,0.02,0.89,2022年2季度股票投资明细,008634
29,301219,腾远钴业,0.0,0.01,0.89,2022年2季度股票投资明细,008634
30,301196,唯科科技,0.0,0.02,0.86,2022年2季度股票投资明细,008634
31,688536,思瑞浦,9.25,5.6,3471.89,2022年1季度股票投资明细,008634
32,300661,圣邦股份,8.99,10.33,3372.98,2022年1季度股票投资明细,008634
33,603986,兆易创新,8.77,23.33,3290.48,2022年1季度股票投资明细,008634
34,688012,中微公司,8.38,27.0,3144.15,2022年1季度股票投资明细,008634
35,688023,安恒信息,8.24,19.0,3094.34,2022年1季度股票投资明细,008634
36,300454,深信服,8.13,27.34,3049.57,2022年1季度股票投资明细,008634
37,688099,晶晨股份,8.12,27.0,3048.3,2022年1季度股票投资明细,008634
38,600588,用友网络,7.53,123.33,2824.37,2022年1季度股票投资明细,008634
39,688798,艾为电子,7.28,16.0,2732.8,2022年1季度股票投资明细,008634
40,603893,瑞芯微,6.56,27.33,2463.49,2022年1季度股票投资明细,008634
1,002049,紫光国微,8.36,178.86,33933.62,2022年2季度股票投资明细,008657
2,002812,恩捷股份,7.52,121.97,30546.31,2022年2季度股票投资明细,008657
3,03690,美团-W,6.73,164.54,27326.46,2022年2季度股票投资明细,008657
4,000733,振华科技,6.22,185.79,25261.49,2022年2季度股票投资明细,008657
5,300628,亿联网络,5.46,291.81,22176.84,2022年2季度股票投资明细,008657
6,000519,中兵红箭,5.45,758.81,22119.27,2022年2季度股票投资明细,008657
7,603456,九洲药业,5.22,409.96,21194.86,2022年2季度股票投资明细,008657
8,688516,奥特维,5.04,76.6,20449.06,2022年2季度股票投资明细,008657
9,002459,晶澳科技,4.41,232.99,17927.52,2022年2季度股票投资明细,008657
10,688559,海目星,4.05,226.3,16452.08,2022年2季度股票投资明细,008657
11,300750,宁德时代,3.31,25.14,13424.76,2022年2季度股票投资明细,008657
12,002531,天顺风能,2.57,633.42,10445.07,2022年2季度股票投资明细,008657
13,300699,光威复材,2.49,171.42,10091.4,2022年2季度股票投资明细,008657
14,300775,三角防务,2.32,195.84,9429.7,2022年2季度股票投资明细,008657
15,002709,天赐材料,2.18,142.5,8843.56,2022年2季度股票投资明细,008657
16,601012,隆基绿能,2.11,128.44,8558.11,2022年2季度股票投资明细,008657
17,01548,金斯瑞生物科技,2.04,339.8,8267.39,2022年2季度股票投资明细,008657
18,06078,海吉亚医疗,1.67,152.34,6794.08,2022年2季度股票投资明细,008657
19,688122,西部超导,1.66,73.17,6746.01,2022年2季度股票投资明细,008657
20,600129,太极集团,1.46,269.74,5926.19,2022年2季度股票投资明细,008657
21,688348,昱能科技,1.2,9.99,4873.22,2022年2季度股票投资明细,008657
22,300850,新强联,1.1,50.09,4459.79,2022年2季度股票投资明细,008657
23,600438,通威股份,1.07,72.78,4356.54,2022年2季度股票投资明细,008657
24,00388,香港交易所,0.98,12.09,3990.95,2022年2季度股票投资明细,008657
25,300073,当升科技,0.98,44.04,3978.5,2022年2季度股票投资明细,008657
26,605123,派克新材,0.44,12.58,1770.26,2022年2季度股票投资明细,008657
27,688099,晶晨股份,0.14,5.64,569.63,2022年2季度股票投资明细,008657
28,688400,凌云光,0.01,1.31,28.75,2022年2季度股票投资明细,008657
29,688322,奥比中光,0.01,0.85,26.43,2022年2季度股票投资明细,008657
30,688306,均普智能,0.01,4.71,24.44,2022年2季度股票投资明细,008657
31,301139,元道通信,0.01,0.57,21.73,2022年2季度股票投资明细,008657
32,301112,信邦智能,0.01,0.4,21.33,2022年2季度股票投资明细,008657
33,301239,普瑞眼科,0.0,0.57,19.34,2022年2季度股票投资明细,008657
34,688206,概伦电子,0.0,0.6,18.24,2022年2季度股票投资明细,008657
35,688237,超卓航科,0.0,0.29,11.93,2022年2季度股票投资明细,008657
36,301238,瑞泰新材,0.0,0.35,11.21,2022年2季度股票投资明细,008657
37,688150,莱特光电,0.0,0.56,11.03,2022年2季度股票投资明细,008657
38,688283,坤恒顺维,0.0,0.16,7.24,2022年2季度股票投资明细,008657
39,301233,盛帮股份,0.0,0.16,6.54,2022年2季度股票投资明细,008657
40,301219,腾远钴业,0.0,0.06,5.08,2022年2季度股票投资明细,008657
41,301200,大族数控,0.0,0.09,4.45,2022年2季度股票投资明细,008657
42,601089,福元医药,0.0,0.17,3.68,2022年2季度股票投资明细,008657
43,301216,万凯新材,0.0,0.11,3.34,2022年2季度股票投资明细,008657
44,301207,华兰疫苗,0.0,0.06,3.21,2022年2季度股票投资明细,008657
45,301215,中汽股份,0.0,0.47,3.03,2022年2季度股票投资明细,008657
46,301302,华如科技,0.0,0.05,2.63,2022年2季度股票投资明细,008657
47,301266,宇邦新材,0.0,0.05,2.43,2022年2季度股票投资明细,008657
48,301268,铭利达,0.0,0.06,2.24,2022年2季度股票投资明细,008657
49,301096,百诚医药,0.0,0.03,2.15,2022年2季度股票投资明细,008657
50,301263,泰恩康,0.0,0.07,2.14,2022年2季度股票投资明细,008657
51,301187,欧圣电气,0.0,0.09,1.97,2022年2季度股票投资明细,008657
52,301127,天源环保,0.0,0.17,1.88,2022年2季度股票投资明细,008657
53,301256,华融化学,0.0,0.18,1.85,2022年2季度股票投资明细,008657
54,301162,国能日新,0.0,0.03,1.81,2022年2季度股票投资明细,008657
55,301153,中科江南,0.0,0.04,1.75,2022年2季度股票投资明细,008657
56,301123,奕东电子,0.0,0.07,1.67,2022年2季度股票投资明细,008657
57,301235,华康医疗,0.0,0.04,1.59,2022年2季度股票投资明细,008657
58,301286,侨源股份,0.0,0.08,1.55,2022年2季度股票投资明细,008657
59,301151,冠龙节能,0.0,0.07,1.51,2022年2季度股票投资明细,008657
60,301166,优宁维,0.0,0.03,1.49,2022年2季度股票投资明细,008657
61,301160,翔楼新材,0.0,0.04,1.48,2022年2季度股票投资明细,008657
62,301189,奥尼电子,0.0,0.04,1.45,2022年2季度股票投资明细,008657
63,301117,佳缘科技,0.0,0.03,1.43,2022年2季度股票投资明细,008657
64,301248,杰创智能,0.0,0.05,1.41,2022年2季度股票投资明细,008657
65,301212,联盛化学,0.0,0.04,1.38,2022年2季度股票投资明细,008657
66,301190,善水科技,0.0,0.06,1.36,2022年2季度股票投资明细,008657
67,301298,东利机械,0.0,0.06,1.32,2022年2季度股票投资明细,008657
68,301100,风光股份,0.0,0.06,1.29,2022年2季度股票投资明细,008657
69,301148,嘉戎技术,0.0,0.05,1.23,2022年2季度股票投资明细,008657
70,301258,富士莱,0.0,0.03,1.23,2022年2季度股票投资明细,008657
71,301259,艾布鲁,0.0,0.05,1.2,2022年2季度股票投资明细,008657
72,301116,益客食品,0.0,0.06,1.18,2022年2季度股票投资明细,008657
73,001268,联合精密,0.0,0.04,1.13,2022年2季度股票投资明细,008657
74,301220,亚香股份,0.0,0.03,1.12,2022年2季度股票投资明细,008657
75,301137,哈焊华通,0.0,0.06,1.03,2022年2季度股票投资明细,008657
76,301196,唯科科技,0.0,0.03,1.02,2022年2季度股票投资明细,008657
77,301222,浙江恒威,0.0,0.03,0.96,2022年2季度股票投资明细,008657
78,301125,腾亚精工,0.0,0.03,0.9,2022年2季度股票投资明细,008657
79,301163,宏德股份,0.0,0.03,0.9,2022年2季度股票投资明细,008657
80,301130,西点药业,0.0,0.02,0.89,2022年2季度股票投资明细,008657
81,301110,青木股份,0.0,0.02,0.8,2022年2季度股票投资明细,008657
82,301158,德石股份,0.0,0.04,0.77,2022年2季度股票投资明细,008657
83,301228,实朴检测,0.0,0.04,0.76,2022年2季度股票投资明细,008657
84,301182,凯旺科技,0.0,0.03,0.7,2022年2季度股票投资明细,008657
85,301279,金道科技,0.0,0.03,0.68,2022年2季度股票投资明细,008657
86,002049,紫光国微,8.14,174.33,35657.79,2022年1季度股票投资明细,008657
87,300628,亿联网络,8.04,454.89,35217.21,2022年1季度股票投资明细,008657
88,600765,中航重机,6.03,615.64,26404.8,2022年1季度股票投资明细,008657
89,601865,福莱特,5.24,510.35,22965.78,2022年1季度股票投资明细,008657
90,688516,奥特维,5.22,101.46,22866.99,2022年1季度股票投资明细,008657
91,300122,智飞生物,4.82,153.12,21130.41,2022年1季度股票投资明细,008657
92,002810,山东赫达,4.15,433.04,18205.19,2022年1季度股票投资明细,008657
93,603456,九洲药业,4.07,367.67,17824.57,2022年1季度股票投资明细,008657
94,688099,晶晨股份,3.87,150.14,16950.43,2022年1季度股票投资明细,008657
95,300699,光威复材,3.65,270.96,15975.71,2022年1季度股票投资明细,008657
1,603885,吉祥航空,10.2,1212.12,21805.99,2022年2季度股票投资明细,011437
2,603444,吉比特,9.99,55.06,21361.81,2022年2季度股票投资明细,011437
3,600176,中国巨石,9.54,1171.55,20396.71,2022年2季度股票投资明细,011437
4,002078,太阳纸业,8.39,1456.73,17932.33,2022年2季度股票投资明细,011437
5,603588,高能环境,7.97,1477.17,17031.74,2022年2季度股票投资明细,011437
6,002271,东方雨虹,7.68,319.05,16421.31,2022年2季度股票投资明细,011437
7,600585,海螺水泥,5.61,339.81,11988.59,2022年2季度股票投资明细,011437
8,600309,万华化学,5.22,115.1,11163.55,2022年2季度股票投资明细,011437
9,300144,宋城演艺,4.98,692.87,10635.51,2022年2季度股票投资明细,011437
10,600036,招商银行,4.51,228.32,9635.1,2022年2季度股票投资明细,011437
11,000858,五粮液,4.3,45.53,9193.41,2022年2季度股票投资明细,011437
12,300122,智飞生物,3.04,58.47,6490.75,2022年2季度股票投资明细,011437
13,000568,泸州老窖,3.01,26.11,6437.8,2022年2季度股票投资明细,011437
14,601021,春秋航空,2.39,87.52,5106.79,2022年2季度股票投资明细,011437
15,002415,海康威视,2.28,134.68,4875.42,2022年2季度股票投资明细,011437
16,002332,仙琚制药,2.15,468.33,4598.95,2022年2季度股票投资明细,011437
17,002311,海大集团,1.15,41.01,2461.01,2022年2季度股票投资明细,011437
18,600885,宏发股份,0.15,7.62,318.73,2022年2季度股票投资明细,011437
19,688223,晶科能源,0.13,19.5,282.12,2022年2季度股票投资明细,011437
20,688262,国芯科技,0.02,0.71,34.04,2022年2季度股票投资明细,011437
21,688400,凌云光,0.01,1.31,28.75,2022年2季度股票投资明细,011437
22,301139,元道通信,0.01,0.57,21.73,2022年2季度股票投资明细,011437
23,301239,普瑞眼科,0.01,0.57,19.34,2022年2季度股票投资明细,011437
24,688183,生益电子,0.01,1.3,14.21,2022年2季度股票投资明细,011437
25,688237,超卓航科,0.01,0.29,11.93,2022年2季度股票投资明细,011437
26,688150,莱特光电,0.01,0.56,11.03,2022年2季度股票投资明细,011437
27,301233,盛帮股份,0.0,0.16,6.54,2022年2季度股票投资明细,011437
28,300834,星辉环材,0.0,0.21,6.4,2022年2季度股票投资明细,011437
29,688799,华纳药厂,0.0,0.19,6.16,2022年2季度股票投资明细,011437
30,301010,晶雪节能,0.0,0.22,5.51,2022年2季度股票投资明细,011437
31,301238,瑞泰新材,0.0,0.15,4.96,2022年2季度股票投资明细,011437
32,601089,福元医药,0.0,0.17,3.68,2022年2季度股票投资明细,011437
33,301215,中汽股份,0.0,0.47,3.03,2022年2季度股票投资明细,011437
34,300981,中红医疗,0.0,0.11,2.73,2022年2季度股票投资明细,011437
35,301302,华如科技,0.0,0.05,2.63,2022年2季度股票投资明细,011437
36,301263,泰恩康,0.0,0.07,2.14,2022年2季度股票投资明细,011437
37,301217,铜冠铜箔,0.0,0.14,2.03,2022年2季度股票投资明细,011437
38,301018,申菱环境,0.0,0.08,2.02,2022年2季度股票投资明细,011437
39,301102,兆讯传媒,0.0,0.06,2.0,2022年2季度股票投资明细,011437
40,301256,华融化学,0.0,0.18,1.85,2022年2季度股票投资明细,011437
41,301112,信邦智能,0.0,0.04,1.8,2022年2季度股票投资明细,011437
42,301200,大族数控,0.0,0.03,1.78,2022年2季度股票投资明细,011437
43,301153,中科江南,0.0,0.04,1.75,2022年2季度股票投资明细,011437
44,301123,奕东电子,0.0,0.07,1.67,2022年2季度股票投资明细,011437
45,301103,何氏眼科,0.0,0.05,1.62,2022年2季度股票投资明细,011437
46,301120,新特电气,0.0,0.1,1.6,2022年2季度股票投资明细,011437
47,301286,侨源股份,0.0,0.08,1.55,2022年2季度股票投资明细,011437
48,301151,冠龙节能,0.0,0.07,1.51,2022年2季度股票投资明细,011437
49,300982,苏文电能,0.0,0.03,1.49,2022年2季度股票投资明细,011437
50,300994,久祺股份,0.0,0.04,1.38,2022年2季度股票投资明细,011437
51,300986,志特新材,0.0,0.04,1.36,2022年2季度股票投资明细,011437
52,301298,东利机械,0.0,0.06,1.32,2022年2季度股票投资明细,011437
53,300932,三友联众,0.0,0.07,1.27,2022年2季度股票投资明细,011437
54,301258,富士莱,0.0,0.03,1.23,2022年2季度股票投资明细,011437
55,001268,联合精密,0.0,0.04,1.13,2022年2季度股票投资明细,011437
56,301220,亚香股份,0.0,0.03,1.12,2022年2季度股票投资明细,011437
57,301237,和顺科技,0.0,0.03,1.09,2022年2季度股票投资明细,011437
58,301137,哈焊华通,0.0,0.06,1.03,2022年2季度股票投资明细,011437
59,301196,唯科科技,0.0,0.03,1.02,2022年2季度股票投资明细,011437
60,301015,百洋医药,0.0,0.05,1.0,2022年2季度股票投资明细,011437
61,301222,浙江恒威,0.0,0.03,0.96,2022年2季度股票投资明细,011437
62,301207,华兰疫苗,0.0,0.02,0.95,2022年2季度股票投资明细,011437
63,300933,中辰股份,0.0,0.11,0.91,2022年2季度股票投资明细,011437
64,301288,清研环境,0.0,0.05,0.9,2022年2季度股票投资明细,011437
65,301125,腾亚精工,0.0,0.03,0.9,2022年2季度股票投资明细,011437
66,300774,倍杰特,0.0,0.04,0.9,2022年2季度股票投资明细,011437
67,301130,西点药业,0.0,0.02,0.89,2022年2季度股票投资明细,011437
68,301135,瑞德智能,0.0,0.03,0.89,2022年2季度股票投资明细,011437
69,301013,利和兴,0.0,0.07,0.85,2022年2季度股票投资明细,011437
70,300614,百川畅银,0.0,0.03,0.83,2022年2季度股票投资明细,011437
71,301110,青木股份,0.0,0.02,0.8,2022年2季度股票投资明细,011437
72,301028,东亚机械,0.0,0.07,0.79,2022年2季度股票投资明细,011437
73,300978,东箭科技,0.0,0.06,0.77,2022年2季度股票投资明细,011437
74,301158,德石股份,0.0,0.04,0.77,2022年2季度股票投资明细,011437
75,301228,实朴检测,0.0,0.04,0.76,2022年2季度股票投资明细,011437
76,301026,浩通科技,0.0,0.02,0.75,2022年2季度股票投资明细,011437
77,301004,嘉益股份,0.0,0.03,0.74,2022年2季度股票投资明细,011437
78,301040,中环海陆,0.0,0.02,0.74,2022年2季度股票投资明细,011437
79,301038,深水规院,0.0,0.03,0.72,2022年2季度股票投资明细,011437
80,300956,英力股份,0.0,0.04,0.67,2022年2季度股票投资明细,011437
81,300998,宁波方正,0.0,0.02,0.61,2022年2季度股票投资明细,011437
82,300971,博亚精工,0.0,0.02,0.6,2022年2季度股票投资明细,011437
83,300814,中富电路,0.0,0.03,0.6,2022年2季度股票投资明细,011437
84,300958,建工修复,0.0,0.03,0.59,2022年2季度股票投资明细,011437
85,300991,创益通,0.0,0.04,0.58,2022年2季度股票投资明细,011437
86,301011,华立科技,0.0,0.02,0.58,2022年2季度股票投资明细,011437
87,300955,嘉亨家化,0.0,0.02,0.57,2022年2季度股票投资明细,011437
88,300948,冠中生态,0.0,0.03,0.51,2022年2季度股票投资明细,011437
89,301016,雷尔伟,0.0,0.03,0.51,2022年2季度股票投资明细,011437
90,301036,双乐股份,0.0,0.02,0.46,2022年2季度股票投资明细,011437
91,301007,德迈仕,0.0,0.03,0.46,2022年2季度股票投资明细,011437
92,301033,迈普医学,0.0,0.01,0.45,2022年2季度股票投资明细,011437
93,300960,通业科技,0.0,0.02,0.44,2022年2季度股票投资明细,011437
94,300992,泰福泵业,0.0,0.02,0.43,2022年2季度股票投资明细,011437
95,301041,金百泽,0.0,0.02,0.42,2022年2季度股票投资明细,011437
96,301037,保立佳,0.0,0.02,0.42,2022年2季度股票投资明细,011437
97,300995,奇德新材,0.0,0.02,0.41,2022年2季度股票投资明细,011437
98,603444,吉比特,10.13,57.48,20720.93,2022年1季度股票投资明细,011437
99,603885,吉祥航空,9.99,1492.87,20422.42,2022年1季度股票投资明细,011437
100,600176,中国巨石,9.96,1336.2,20363.69,2022年1季度股票投资明细,011437
101,002078,太阳纸业,9.57,1716.84,19571.93,2022年1季度股票投资明细,011437
102,603588,高能环境,8.18,1075.96,16731.2,2022年1季度股票投资明细,011437
103,002271,东方雨虹,7.51,341.66,15354.03,2022年1季度股票投资明细,011437
104,600585,海螺水泥,7.06,365.75,14443.57,2022年1季度股票投资明细,011437
105,600036,招商银行,5.62,245.64,11495.95,2022年1季度股票投资明细,011437
106,600309,万华化学,4.9,123.81,10014.99,2022年1季度股票投资明细,011437
107,300144,宋城演艺,4.03,623.48,8236.13,2022年1季度股票投资明细,011437
1,688639,华恒生物,7.07,41.17,5420.79,2022年2季度股票投资明细,011649
2,002304,洋河股份,5.12,21.43,3924.9,2022年2季度股票投资明细,011649
3,002831,裕同科技,4.61,119.66,3535.9,2022年2季度股票投资明细,011649
4,603236,移远通信,4.31,24.7,3301.92,2022年2季度股票投资明细,011649
5,600195,中牧股份,4.23,264.63,3244.36,2022年2季度股票投资明细,011649
6,600989,宝丰能源,3.23,169.09,2477.17,2022年2季度股票投资明细,011649
7,600519,贵州茅台,3.09,1.16,2372.2,2022年2季度股票投资明细,011649
8,300761,立华股份,2.52,48.64,1933.44,2022年2季度股票投资明细,011649
9,600323,瀚蓝环境,2.49,93.16,1909.78,2022年2季度股票投资明细,011649
10,000906,浙商中拓,2.33,196.95,1788.3,2022年2季度股票投资明细,011649
11,300502,新易盛,2.23,65.37,1712.75,2022年2季度股票投资明细,011649
12,300394,天孚通信,2.11,59.74,1617.27,2022年2季度股票投资明细,011649
13,000516,国际医学,2.1,149.08,1611.55,2022年2季度股票投资明细,011649
14,002572,索菲亚,2.01,56.05,1541.4,2022年2季度股票投资明细,011649
15,603995,甬金股份,1.91,43.6,1467.63,2022年2季度股票投资明细,011649
16,002841,视源股份,1.84,18.71,1409.24,2022年2季度股票投资明细,011649
17,835185,贝特瑞,1.74,16.13,1333.78,2022年2季度股票投资明细,011649
18,02400,心动公司,1.74,76.08,1330.54,2022年2季度股票投资明细,011649
19,601128,常熟银行,1.65,165.38,1263.5,2022年2季度股票投资明细,011649
20,002032,苏泊尔,1.61,21.89,1233.28,2022年2季度股票投资明细,011649
21,601012,隆基绿能,1.36,15.6,1039.16,2022年2季度股票投资明细,011649
22,300776,帝尔激光,1.34,5.92,1023.53,2022年2季度股票投资明细,011649
23,002939,长城证券,1.33,100.41,1020.17,2022年2季度股票投资明细,011649
24,300573,兴齐眼药,1.27,6.36,975.53,2022年2季度股票投资明细,011649
25,002929,润建股份,1.24,26.55,953.15,2022年2季度股票投资明细,011649
26,002179,中航光电,1.14,13.84,876.48,2022年2季度股票投资明细,011649
27,688516,奥特维,1.11,3.18,849.06,2022年2季度股票投资明细,011649
28,000568,泸州老窖,1.05,3.26,803.72,2022年2季度股票投资明细,011649
29,601225,陕西煤业,1.04,37.52,794.67,2022年2季度股票投资明细,011649
30,300476,胜宏科技,1.0,41.77,766.9,2022年2季度股票投资明细,011649
31,600690,海尔智家,1.0,27.82,763.94,2022年2季度股票投资明细,011649
32,300014,亿纬锂能,1.0,7.83,763.57,2022年2季度股票投资明细,011649
33,603681,永冠新材,0.95,29.7,730.14,2022年2季度股票投资明细,011649
34,600976,健民集团,0.95,14.27,729.91,2022年2季度股票投资明细,011649
35,300059,东方财富,0.87,26.24,666.55,2022年2季度股票投资明细,011649
36,000065,北方国际,0.83,75.52,638.14,2022年2季度股票投资明细,011649
37,600030,中信证券,0.81,28.73,622.29,2022年2季度股票投资明细,011649
38,00175,吉利汽车,0.8,40.2,613.31,2022年2季度股票投资明细,011649
39,603806,福斯特,0.68,7.99,523.37,2022年2季度股票投资明细,011649
40,000822,山东海化,0.64,48.17,489.41,2022年2季度股票投资明细,011649
41,603369,今世缘,0.61,9.16,467.16,2022年2季度股票投资明细,011649
