seq,stock_code,stock_name,percent,holding_number,holding_value,season,fund_code
10,600438,通威股份,3.1,75.27,4505.66,2022年2季度股票投资明细,005136
11,002459,晶澳科技,3.01,55.52,4380.84,2022年2季度股票投资明细,005136
12,002371,北方华创,2.9,15.2,4212.22,2022年2季度股票投资明细,005136
13,688063,派能科技,2.78,12.96,4047.58,2022年2季度股票投资明细,005136
14,688032,禾迈股份,2.43,4.06,3534.17,2022年2季度股票投资明细,005136
15,000519,中兵红箭,2.34,116.76,3403.55,2022年2季度股票投资明细,005136
16,000568,泸州老窖,2.33,13.74,3387.46,2022年2季度股票投资明细,005136
17,002466,天齐锂业,2.04,23.83,2973.98,2022年2季度股票投资明细,005136
18,300373,扬杰科技,2.04,41.63,2966.14,2022年2季度股票投资明细,005136
19,300438,鹏辉能源,1.91,45.26,2781.52,2022年2季度股票投资明细,005136
20,601127,赛力斯,1.83,32.82,2661.24,2022年2季度股票投资明细,005136
21,600938,中国海油,1.75,146.17,2550.67,2022年2季度股票投资明细,005136
22,600519,贵州茅台,1.6,1.14,2331.3,2022年2季度股票投资明细,005136
23,002049,紫光国微,1.49,11.43,2168.12,2022年2季度股票投资明细,005136
24,600499,科达制造,1.49,104.97,2166.58,2022年2季度股票投资明细,005136
25,000733,振华科技,1.38,14.78,2009.6,2022年2季度股票投资明细,005136
26,000792,盐湖股份,1.35,65.33,1957.29,2022年2季度股票投资明细,005136
27,603259,药明康德,1.28,17.87,1858.3,2022年2季度股票投资明细,005136
28,300879,大叶股份,1.18,73.23,1710.65,2022年2季度股票投资明细,005136
29,002046,国机精工,1.16,122.85,1680.59,2022年2季度股票投资明细,005136
30,002129,TCL中环,1.12,27.65,1628.31,2022年2季度股票投资明细,005136
31,002056,横店东磁,1.06,58.16,1548.22,2022年2季度股票投资明细,005136
32,603822,嘉澳环保,1.03,32.1,1501.96,2022年2季度股票投资明细,005136
33,300450,先导智能,1.03,23.69,1496.73,2022年2季度股票投资明细,005136
34,603612,索通发展,1.03,40.48,1491.69,2022年2季度股票投资明细,005136
35,300696,爱乐达,0.99,32.81,1442.09,2022年2季度股票投资明细,005136
36,002594,比亚迪,0.99,4.31,1437.34,2022年2季度股票投资明细,005136
37,300896,爱美客,0.98,2.38,1428.02,2022年2季度股票投资明细,005136
38,600188,兖矿能源,0.96,35.28,1392.85,2022年2季度股票投资明细,005136
39,600884,杉杉股份,0.95,46.65,1386.44,2022年2季度股票投资明细,005136
40,300337,银邦股份,0.93,122.7,1353.38,2022年2季度股票投资明细,005136
41,600096,云天化,0.69,32.06,1009.25,2022年2季度股票投资明细,005136
42,300035,中科电气,0.68,35.52,992.78,2022年2季度股票投资明细,005136
43,000913,钱江摩托,0.64,52.75,926.29,2022年2季度股票投资明细,005136
44,002985,北摩高科,0.63,15.62,915.02,2022年2季度股票投资明细,005136
45,688348,昱能科技,0.54,1.61,785.24,2022年2季度股票投资明细,005136
46,600765,中航重机,0.53,24.17,777.66,2022年2季度股票投资明细,005136
47,002812,恩捷股份,0.53,3.06,766.38,2022年2季度股票投资明细,005136
48,605117,德业股份,0.52,2.69,752.9,2022年2季度股票投资明细,005136
49,603833,欧派家居,0.52,4.99,751.89,2022年2季度股票投资明细,005136
50,603529,爱玛科技,0.52,14.31,749.35,2022年2季度股票投资明细,005136
51,300260,新莱应材,0.51,14.71,748.3,2022年2季度股票投资明细,005136
52,600029,南方航空,0.49,97.75,714.55,2022年2季度股票投资明细,005136
53,603358,华达科技,0.47,34.55,684.04,2022年2季度股票投资明细,005136
54,002824,和胜股份,0.47,12.34,678.58,2022年2季度股票投资明细,005136
55,300073,当升科技,0.47,7.51,678.45,2022年2季度股票投资明细,005136
56,300432,富临精工,0.46,30.42,669.24,2022年2季度股票投资明细,005136
57,000625,长安汽车,0.44,36.87,638.55,2022年2季度股票投资明细,005136
58,300745,欣锐科技,0.42,12.19,608.04,2022年2季度股票投资明细,005136
59,603380,易德龙,0.38,14.3,556.27,2022年2季度股票投资明细,005136
60,688297,中无人机,0.35,9.67,514.07,2022年2季度股票投资明细,005136
61,688052,纳芯微,0.16,0.61,230.79,2022年2季度股票投资明细,005136
62,301219,腾远钴业,0.0,0.06,5.08,2022年2季度股票投资明细,005136
63,301200,大族数控,0.0,0.09,4.45,2022年2季度股票投资明细,005136
64,301206,三元生物,0.0,0.09,4.32,2022年2季度股票投资明细,005136
65,300769,德方纳米,0.0,0.01,4.09,2022年2季度股票投资明细,005136
66,601089,福元医药,0.0,0.17,3.68,2022年2季度股票投资明细,005136
67,301207,华兰疫苗,0.0,0.06,3.21,2022年2季度股票投资明细,005136
68,301201,诚达药业,0.0,0.04,2.53,2022年2季度股票投资明细,005136
69,301263,泰恩康,0.0,0.07,2.14,2022年2季度股票投资明细,005136
70,301122,采纳股份,0.0,0.03,2.12,2022年2季度股票投资明细,005136
71,300834,星辉环材,0.0,0.06,1.91,2022年2季度股票投资明细,005136
72,301256,华融化学,0.0,0.18,1.85,2022年2季度股票投资明细,005136
73,301123,奕东电子,0.0,0.07,1.67,2022年2季度股票投资明细,005136
74,301103,何氏眼科,0.0,0.05,1.62,2022年2季度股票投资明细,005136
75,301235,华康医疗,0.0,0.04,1.59,2022年2季度股票投资明细,005136
76,301117,佳缘科技,0.0,0.03,1.43,2022年2季度股票投资明细,005136
77,301130,西点药业,0.0,0.02,0.89,2022年2季度股票投资明细,005136
78,000888,峨眉山A,0.0,0.09,0.83,2022年2季度股票投资明细,005136
79,603606,东方电缆,0.0,0.01,0.77,2022年2季度股票投资明细,005136
80,301228,实朴检测,0.0,0.04,0.76,2022年2季度股票投资明细,005136
81,300316,晶盛机电,0.0,0.01,0.68,2022年2季度股票投资明细,005136
82,002487,大金重工,0.0,0.01,0.42,2022年2季度股票投资明细,005136
83,603897,长城科技,0.0,0.01,0.31,2022年2季度股票投资明细,005136
84,002531,天顺风能,0.0,0.01,0.16,2022年2季度股票投资明细,005136
85,002011,盾安环境,0.0,0.01,0.12,2022年2季度股票投资明细,005136
86,300421,力星股份,0.0,0.01,0.12,2022年2季度股票投资明细,005136
87,600110,诺德股份,0.0,0.01,0.12,2022年2季度股票投资明细,005136
88,600577,精达股份,0.0,0.01,0.06,2022年2季度股票投资明细,005136
89,301071,力量钻石,4.98,27.23,8166.82,2022年1季度股票投资明细,005136
90,300750,宁德时代,4.22,13.51,6921.17,2022年1季度股票投资明细,005136
91,603799,华友钴业,3.79,63.56,6216.17,2022年1季度股票投资明细,005136
92,601111,中国国航,3.75,676.02,6158.54,2022年1季度股票投资明细,005136
93,603259,药明康德,3.43,50.05,5624.62,2022年1季度股票投资明细,005136
94,002049,紫光国微,3.34,26.78,5477.17,2022年1季度股票投资明细,005136
95,603613,国联股份,3.16,46.3,5179.12,2022年1季度股票投资明细,005136
96,601012,隆基绿能,3.09,70.14,5063.41,2022年1季度股票投资明细,005136
97,300769,德方纳米,3.01,8.67,4932.79,2022年1季度股票投资明细,005136
98,002459,晶澳科技,2.93,60.98,4797.91,2022年1季度股票投资明细,005136
99,603822,嘉澳环保,2.33,81.15,3816.48,2022年1季度股票投资明细,005136
1,300015,爱尔眼科,9.27,2627.47,117631.72,2022年2季度股票投资明细,006228
2,603259,药明康德,8.29,1011.28,105162.6,2022年2季度股票投资明细,006228
3,300759,康龙化成,8.14,1084.74,103288.91,2022年2季度股票投资明细,006228
4,600763,通策医疗,7.31,532.02,92805.64,2022年2季度股票投资明细,006228
5,002821,凯莱英,6.49,284.73,82286.94,2022年2季度股票投资明细,006228
6,603456,九洲药业,6.04,1490.88,76582.54,2022年2季度股票投资明细,006228
7,02269,药明生物,5.58,1152.67,70776.79,2022年2季度股票投资明细,006228
8,300347,泰格医药,5.03,557.41,63796.08,2022年2季度股票投资明细,006228
9,300363,博腾股份,4.74,770.39,60083.02,2022年2季度股票投资明细,006228
10,300760,迈瑞医疗,4.53,183.58,57496.25,2022年2季度股票投资明细,006228
11,688202,美迪西,3.39,126.78,43055.59,2022年2季度股票投资明细,006228
12,600436,片仔癀,2.97,105.47,37624.35,2022年2季度股票投资明细,006228
13,300630,普利制药,2.7,976.14,34311.27,2022年2季度股票投资明细,006228
14,600085,同仁堂,2.46,589.79,31188.1,2022年2季度股票投资明细,006228
15,603127,昭衍新药,1.93,214.82,24446.35,2022年2季度股票投资明细,006228
16,300122,智飞生物,1.71,195.76,21731.53,2022年2季度股票投资明细,006228
17,300595,欧普康视,1.62,359.39,20553.67,2022年2季度股票投资明细,006228
18,300357,我武生物,1.6,390.72,20329.07,2022年2季度股票投资明细,006228
19,000963,华东医药,1.46,411.45,18581.26,2022年2季度股票投资明细,006228
20,01548,金斯瑞生物科技,1.32,688.4,16748.88,2022年2季度股票投资明细,006228
21,06078,海吉亚医疗,1.32,375.24,16735.01,2022年2季度股票投资明细,006228
22,600276,恒瑞医药,0.82,282.07,10462.07,2022年2季度股票投资明细,006228
23,300725,药石科技,0.51,65.53,6487.25,2022年2季度股票投资明细,006228
24,300294,博雅生物,0.46,163.27,5869.48,2022年2季度股票投资明细,006228
25,301080,百普赛斯,0.45,34.17,5702.86,2022年2季度股票投资明细,006228
26,600161,天坛生物,0.45,234.12,5684.43,2022年2季度股票投资明细,006228
27,603939,益丰药房,0.29,70.33,3715.38,2022年2季度股票投资明细,006228
28,688179,阿拉丁,0.25,61.62,3157.42,2022年2季度股票投资明细,006228
29,600521,华海药业,0.25,137.37,3118.37,2022年2季度股票投资明细,006228
30,688131,皓元医药,0.21,18.92,2688.8,2022年2季度股票投资明细,006228
31,688315,诺禾致源,0.14,67.33,1735.18,2022年2季度股票投资明细,006228
32,688050,爱博医疗,0.1,5.81,1303.59,2022年2季度股票投资明细,006228
33,01951,锦欣生殖,0.1,195.49,1208.72,2022年2季度股票投资明细,006228
34,605369,拱东医疗,0.05,4.61,572.56,2022年2季度股票投资明细,006228
35,688265,南模生物,0.03,5.24,335.35,2022年2季度股票投资明细,006228
36,688303,大全能源,0.03,4.85,331.6,2022年2季度股票投资明细,006228
37,02126,药明巨诺-B,0.02,33.65,233.09,2022年2季度股票投资明细,006228
38,01801,信达生物,0.01,5.25,156.69,2022年2季度股票投资明细,006228
39,09966,康宁杰瑞制药-B,0.01,18.16,125.61,2022年2季度股票投资明细,006228
40,02096,先声药业,0.01,16.2,119.15,2022年2季度股票投资明细,006228
41,688133,泰坦科技,0.01,0.47,83.25,2022年2季度股票投资明细,006228
42,688105,诺唯赞,0.0,0.62,52.47,2022年2季度股票投资明细,006228
43,688400,凌云光,0.0,1.31,28.75,2022年2季度股票投资明细,006228
44,688119,中钢洛耐,0.0,3.33,23.36,2022年2季度股票投资明细,006228
45,301139,元道通信,0.0,0.57,21.73,2022年2季度股票投资明细,006228
46,300957,贝泰妮,0.0,0.09,18.56,2022年2季度股票投资明细,006228
47,301211,亨迪药业,0.0,0.7,15.1,2022年2季度股票投资明细,006228
48,301190,善水科技,0.0,0.3,7.22,2022年2季度股票投资明细,006228
49,301233,盛帮股份,0.0,0.16,6.54,2022年2季度股票投资明细,006228
50,301236,软通动力,0.0,0.21,6.51,2022年2季度股票投资明细,006228
51,688032,禾迈股份,0.0,0.01,6.36,2022年2季度股票投资明细,006228
52,301217,铜冠铜箔,0.0,0.43,6.35,2022年2季度股票投资明细,006228
53,301177,迪阿股份,0.0,0.08,6.08,2022年2季度股票投资明细,006228
54,603882,金域医学,0.0,0.07,5.48,2022年2季度股票投资明细,006228
55,688071,华依科技,0.0,0.11,5.09,2022年2季度股票投资明细,006228
56,301219,腾远钴业,0.0,0.06,5.08,2022年2季度股票投资明细,006228
57,688167,炬光科技,0.0,0.03,4.76,2022年2季度股票投资明细,006228
58,301200,大族数控,0.0,0.09,4.45,2022年2季度股票投资明细,006228
59,002603,以岭药业,0.0,0.18,4.37,2022年2季度股票投资明细,006228
60,301206,三元生物,0.0,0.09,4.32,2022年2季度股票投资明细,006228
61,601089,福元医药,0.0,0.17,3.68,2022年2季度股票投资明细,006228
62,301207,华兰疫苗,0.0,0.06,3.21,2022年2季度股票投资明细,006228
63,301201,诚达药业,0.0,0.04,2.53,2022年2季度股票投资明细,006228
64,301266,宇邦新材,0.0,0.05,2.43,2022年2季度股票投资明细,006228
65,301096,百诚医药,0.0,0.03,2.15,2022年2季度股票投资明细,006228
66,301102,兆讯传媒,0.0,0.06,2.0,2022年2季度股票投资明细,006228
67,300834,星辉环材,0.0,0.06,1.91,2022年2季度股票投资明细,006228
68,301256,华融化学,0.0,0.18,1.85,2022年2季度股票投资明细,006228
69,301112,信邦智能,0.0,0.04,1.8,2022年2季度股票投资明细,006228
70,301123,奕东电子,0.0,0.07,1.67,2022年2季度股票投资明细,006228
71,301103,何氏眼科,0.0,0.05,1.62,2022年2季度股票投资明细,006228
72,301235,华康医疗,0.0,0.04,1.59,2022年2季度股票投资明细,006228
73,301160,翔楼新材,0.0,0.04,1.48,2022年2季度股票投资明细,006228
74,301117,佳缘科技,0.0,0.03,1.43,2022年2季度股票投资明细,006228
75,301298,东利机械,0.0,0.06,1.32,2022年2季度股票投资明细,006228
76,301258,富士莱,0.0,0.03,1.23,2022年2季度股票投资明细,006228
77,301116,益客食品,0.0,0.06,1.18,2022年2季度股票投资明细,006228
78,001268,联合精密,0.0,0.04,1.13,2022年2季度股票投资明细,006228
79,301220,亚香股份,0.0,0.03,1.12,2022年2季度股票投资明细,006228
80,301237,和顺科技,0.0,0.03,1.09,2022年2季度股票投资明细,006228
81,301137,哈焊华通,0.0,0.06,1.03,2022年2季度股票投资明细,006228
82,301196,唯科科技,0.0,0.03,1.02,2022年2季度股票投资明细,006228
83,301222,浙江恒威,0.0,0.03,0.96,2022年2季度股票投资明细,006228
84,301125,腾亚精工,0.0,0.03,0.9,2022年2季度股票投资明细,006228
85,301110,青木股份,0.0,0.02,0.8,2022年2季度股票投资明细,006228
86,301181,标榜股份,0.0,0.03,0.79,2022年2季度股票投资明细,006228
87,603259,药明康德,9.99,1011.28,113647.21,2022年1季度股票投资明细,006228
88,002821,凯莱英,9.18,284.73,104495.87,2022年1季度股票投资明细,006228
89,300759,康龙化成,7.5,723.16,85332.86,2022年1季度股票投资明细,006228
90,300363,博腾股份,6.54,770.39,74458.57,2022年1季度股票投资明细,006228
91,300015,爱尔眼科,6.12,2208.01,69662.58,2022年1季度股票投资明细,006228
92,603456,九洲药业,5.78,1362.38,65729.23,2022年1季度股票投资明细,006228
93,600763,通策医疗,5.53,439.94,62946.16,2022年1季度股票投资明细,006228
94,02269,药明生物,5.39,1162.37,61322.06,2022年1季度股票投资明细,006228
95,300347,泰格医药,5.27,557.41,59977.79,2022年1季度股票投资明细,006228
96,300760,迈瑞医疗,4.69,173.82,53405.21,2022年1季度股票投资明细,006228
97,688202,美迪西,3.85,96.78,43796.15,2022年1季度股票投资明细,006228
98,300630,普利制药,3.73,976.14,42413.22,2022年1季度股票投资明细,006228
99,688315,诺禾致源,0.16,67.33,1815.98,2022年1季度股票投资明细,006228
1,600519,贵州茅台,9.76,29.0,59305.0,2022年2季度股票投资明细,006408
2,600809,山西汾酒,9.09,170.0,55216.0,2022年2季度股票投资明细,006408
3,02331,李宁,8.18,800.0,49737.85,2022年2季度股票投资明细,006408
4,000568,泸州老窖,6.9,170.0,41911.8,2022年2季度股票投资明细,006408
5,03690,美团-W,5.74,210.0,34876.36,2022年2季度股票投资明细,006408
6,000858,五粮液,4.98,150.0,30289.5,2022年2季度股票投资明细,006408
7,00291,华润啤酒,4.28,520.0,26014.88,2022年2季度股票投资明细,006408
8,000596,古井贡酒,3.29,80.0,19973.95,2022年2季度股票投资明细,006408
9,603605,珀莱雅,3.26,120.0,19822.23,2022年2季度股票投资明细,006408
10,600436,片仔癀,2.94,50.0,17836.5,2022年2季度股票投资明细,006408
11,03759,康龙化成,2.21,200.0,13435.03,2022年2季度股票投资明细,006408
12,300750,宁德时代,2.2,25.0,13350.0,2022年2季度股票投资明细,006408
13,600702,舍得酒业,2.01,60.0,12239.4,2022年2季度股票投资明细,006408
14,000799,酒鬼酒,1.99,65.0,12077.82,2022年2季度股票投资明细,006408
15,01368,特步国际,1.9,950.0,11536.51,2022年2季度股票投资明细,006408
16,300059,东方财富,1.76,420.0,10668.04,2022年2季度股票投资明细,006408
17,300755,华致酒行,1.73,240.01,10524.32,2022年2季度股票投资明细,006408
18,002304,洋河股份,1.51,50.0,9157.5,2022年2季度股票投资明细,006408
19,06049,保利物业,1.41,200.0,8551.9,2022年2季度股票投资明细,006408
20,03998,波司登,1.3,1900.0,7913.07,2022年2季度股票投资明细,006408
21,600132,重庆啤酒,1.21,50.0,7330.0,2022年2季度股票投资明细,006408
22,00883,中国海洋石油,1.02,700.0,6201.84,2022年2季度股票投资明细,006408
23,600036,招商银行,0.97,140.0,5908.0,2022年2季度股票投资明细,006408
24,01999,敏华控股,0.95,800.0,5801.61,2022年2季度股票投资明细,006408
25,02020,安踏体育,0.95,70.0,5770.82,2022年2季度股票投资明细,006408
26,603908,牧高笛,0.94,60.0,5709.0,2022年2季度股票投资明细,006408
27,00168,青岛啤酒股份,0.8,70.0,4884.85,2022年2季度股票投资明细,006408
28,603486,科沃斯,0.8,40.0,4875.6,2022年2季度股票投资明细,006408
29,01209,华润万象生活,0.77,140.0,4657.36,2022年2季度股票投资明细,006408
30,300015,爱尔眼科,0.74,100.0,4477.0,2022年2季度股票投资明细,006408
31,09992,泡泡玛特,0.69,130.0,4213.52,2022年2季度股票投资明细,006408
32,603259,药明康德,0.68,40.0,4159.6,2022年2季度股票投资明细,006408
33,000729,燕京啤酒,0.64,400.0,3863.98,2022年2季度股票投资明细,006408
34,000915,华特达因,0.54,80.0,3308.0,2022年2季度股票投资明细,006408
35,02015,理想汽车-W,0.54,25.0,3268.96,2022年2季度股票投资明细,006408
36,300957,贝泰妮,0.54,15.0,3262.95,2022年2季度股票投资明细,006408
37,300896,爱美客,0.49,5.01,3004.67,2022年2季度股票投资明细,006408
38,09868,小鹏汽车-W,0.44,25.0,2702.4,2022年2季度股票投资明细,006408
39,002192,融捷股份,0.38,15.0,2305.5,2022年2季度股票投资明细,006408
40,603129,春风动力,0.37,20.0,2274.4,2022年2季度股票投资明细,006408
41,002271,东方雨虹,0.25,29.99,1543.77,2022年2季度股票投资明细,006408
42,00175,吉利汽车,0.25,100.0,1525.66,2022年2季度股票投资明细,006408
43,688363,华熙生物,0.23,10.0,1421.8,2022年2季度股票投资明细,006408
44,002714,牧原股份,0.18,20.0,1105.4,2022年2季度股票投资明细,006408
45,002003,伟星股份,0.17,110.0,1045.0,2022年2季度股票投资明细,006408
46,300529,健帆生物,0.17,20.0,1017.8,2022年2季度股票投资明细,006408
47,688007,光峰科技,0.16,40.0,972.0,2022年2季度股票投资明细,006408
48,688063,派能科技,0.1,2.0,624.4,2022年2季度股票投资明细,006408
49,603558,健盛集团,0.1,50.0,611.0,2022年2季度股票投资明细,006408
50,02285,泉峰控股,0.06,10.0,377.14,2022年2季度股票投资明细,006408
51,01458,周黑鸭,0.04,50.0,230.9,2022年2季度股票投资明细,006408
52,600938,中国海油,0.03,12.0,196.05,2022年2季度股票投资明细,006408
53,688048,长光华芯,0.01,0.68,76.03,2022年2季度股票投资明细,006408
54,688072,拓荆科技,0.01,0.53,74.08,2022年2季度股票投资明细,006408
55,688105,诺唯赞,0.01,0.62,52.47,2022年2季度股票投资明细,006408
56,301200,大族数控,0.01,0.86,46.08,2022年2季度股票投资明细,006408
57,301207,华兰疫苗,0.01,0.57,33.62,2022年2季度股票投资明细,006408
58,301109,军信股份,0.01,1.84,31.29,2022年2季度股票投资明细,006408
59,688170,德龙激光,0.0,0.62,29.05,2022年2季度股票投资明细,006408
60,688400,凌云光,0.0,1.31,28.75,2022年2季度股票投资明细,006408
61,301175,中科环保,0.0,6.37,24.33,2022年2季度股票投资明细,006408
62,301263,泰恩康,0.0,0.68,23.45,2022年2季度股票投资明细,006408
63,301187,欧圣电气,0.0,0.88,22.83,2022年2季度股票投资明细,006408
64,301139,元道通信,0.0,0.57,21.73,2022年2季度股票投资明细,006408
65,301096,百诚医药,0.0,0.27,21.44,2022年2季度股票投资明细,006408
66,301162,国能日新,0.0,0.33,20.16,2022年2季度股票投资明细,006408
67,301239,普瑞眼科,0.0,0.57,19.34,2022年2季度股票投资明细,006408
68,300834,星辉环材,0.0,0.63,19.2,2022年2季度股票投资明细,006408
69,688206,概伦电子,0.0,0.6,18.24,2022年2季度股票投资明细,006408
70,301286,侨源股份,0.0,0.78,17.67,2022年2季度股票投资明细,006408
71,301235,华康医疗,0.0,0.42,16.24,2022年2季度股票投资明细,006408
72,301212,联盛化学,0.0,0.42,15.54,2022年2季度股票投资明细,006408
73,301117,佳缘科技,0.0,0.26,14.59,2022年2季度股票投资明细,006408
74,688173,希荻微,0.0,0.42,13.39,2022年2季度股票投资明细,006408
75,301148,嘉戎技术,0.0,0.52,13.34,2022年2季度股票投资明细,006408
76,301116,益客食品,0.0,0.58,11.97,2022年2季度股票投资明细,006408
77,688237,超卓航科,0.0,0.29,11.93,2022年2季度股票投资明细,006408
78,688257,新锐股份,0.0,0.29,11.49,2022年2季度股票投资明细,006408
79,301078,孩子王,0.0,0.76,11.07,2022年2季度股票投资明细,006408
80,301196,唯科科技,0.0,0.27,10.23,2022年2季度股票投资明细,006408
81,301135,瑞德智能,0.0,0.34,9.61,2022年2季度股票投资明细,006408
82,301110,青木股份,0.0,0.2,8.65,2022年2季度股票投资明细,006408
83,301027,华蓝集团,0.0,0.29,6.93,2022年2季度股票投资明细,006408
84,301233,盛帮股份,0.0,0.16,6.54,2022年2季度股票投资明细,006408
85,601089,福元医药,0.0,0.17,3.68,2022年2季度股票投资明细,006408
86,301201,诚达药业,0.0,0.04,2.53,2022年2季度股票投资明细,006408
87,301268,铭利达,0.0,0.06,2.24,2022年2季度股票投资明细,006408
88,301103,何氏眼科,0.0,0.06,1.82,2022年2季度股票投资明细,006408
89,301123,奕东电子,0.0,0.07,1.67,2022年2季度股票投资明细,006408
90,001268,联合精密,0.0,0.04,1.13,2022年2季度股票投资明细,006408
91,301181,标榜股份,0.0,0.03,0.79,2022年2季度股票投资明细,006408
92,600519,贵州茅台,9.28,23.0,39537.0,2022年1季度股票投资明细,006408
93,600809,山西汾酒,9.08,151.83,38701.47,2022年1季度股票投资明细,006408
94,02331,李宁,7.72,600.0,32894.57,2022年1季度股票投资明细,006408
95,000568,泸州老窖,6.98,160.0,29740.8,2022年1季度股票投资明细,006408
96,300750,宁德时代,4.81,40.0,20492.0,2022年1季度股票投资明细,006408
97,603605,珀莱雅,4.64,105.0,19796.16,2022年1季度股票投资明细,006408
98,000799,酒鬼酒,3.81,109.95,16261.74,2022年1季度股票投资明细,006408
99,000858,五粮液,3.64,100.0,15506.0,2022年1季度股票投资明细,006408
100,603259,药明康德,3.43,130.0,14609.4,2022年1季度股票投资明细,006408
101,03690,美团-W,3.26,110.0,13881.25,2022年1季度股票投资明细,006408
102,300755,华致酒行,2.94,328.22,12515.03,2022年1季度股票投资明细,006408
1,601012,隆基绿能,5.09,131.51,8762.39,2022年2季度股票投资明细,006527
2,603612,索通发展,3.8,177.33,6534.61,2022年2季度股票投资明细,006527
3,600048,保利发展,3.52,346.93,6057.4,2022年2季度股票投资明细,006527
4,603606,东方电缆,3.36,75.58,5789.43,2022年2季度股票投资明细,006527
5,600426,华鲁恒升,3.26,191.84,5601.65,2022年2季度股票投资明细,006527
6,600690,海尔智家,3.05,191.24,5251.48,2022年2季度股票投资明细,006527
7,688016,心脉医疗,2.98,26.3,5123.48,2022年2季度股票投资明细,006527
8,300059,东方财富,2.96,200.26,5086.5,2022年2季度股票投资明细,006527
9,600519,贵州茅台,2.84,2.39,4887.55,2022年2季度股票投资明细,006527
10,600522,中天科技,2.72,202.86,4686.07,2022年2季度股票投资明细,006527
11,603259,药明康德,2.72,44.92,4671.44,2022年2季度股票投资明细,006527
12,002475,立讯精密,2.51,128.03,4326.26,2022年2季度股票投资明细,006527
13,601615,明阳智能,2.23,113.36,3831.57,2022年2季度股票投资明细,006527
14,002493,荣盛石化,2.18,244.22,3758.59,2022年2季度股票投资明细,006527
15,002444,巨星科技,2.14,195.43,3681.9,2022年2季度股票投资明细,006527
16,002402,和而泰,2.14,192.96,3677.82,2022年2季度股票投资明细,006527
17,002353,杰瑞股份,2.13,91.11,3671.84,2022年2季度股票投资明细,006527
18,000776,广发证券,2.13,195.65,3658.66,2022年2季度股票投资明细,006527
19,600885,宏发股份,2.07,84.93,3554.49,2022年2季度股票投资明细,006527
20,300759,康龙化成,2.06,37.22,3543.62,2022年2季度股票投资明细,006527
21,000403,派林生物,1.96,153.91,3379.86,2022年2季度股票投资明细,006527
22,002463,沪电股份,1.82,212.06,3130.06,2022年2季度股票投资明细,006527
23,601717,郑煤机,1.78,212.53,3062.56,2022年2季度股票投资明细,006527
24,000002,万科A,1.69,141.48,2900.34,2022年2季度股票投资明细,006527
25,688169,石头科技,1.67,4.65,2866.48,2022年2季度股票投资明细,006527
26,603901,永创智能,1.61,205.64,2778.2,2022年2季度股票投资明细,006527
27,002459,晶澳科技,1.57,34.34,2709.27,2022年2季度股票投资明细,006527
28,002859,洁美科技,1.54,96.06,2643.57,2022年2季度股票投资明细,006527
29,300767,震安科技,1.42,41.97,2441.97,2022年2季度股票投资明细,006527
30,600563,法拉电子,1.3,10.86,2228.55,2022年2季度股票投资明细,006527
31,300979,华利集团,1.28,31.46,2201.66,2022年2季度股票投资明细,006527
32,002409,雅克科技,1.19,36.78,2041.66,2022年2季度股票投资明细,006527
33,300782,卓胜微,1.13,14.35,1937.17,2022年2季度股票投资明细,006527
34,600570,恒生电子,1.12,44.2,1924.47,2022年2季度股票投资明细,006527
35,601689,拓普集团,1.12,28.08,1921.43,2022年2季度股票投资明细,006527
36,600030,中信证券,1.03,81.66,1768.65,2022年2季度股票投资明细,006527
37,601966,玲珑轮胎,1.0,67.73,1718.31,2022年2季度股票投资明细,006527
38,601968,宝钢包装,0.97,214.03,1663.01,2022年2季度股票投资明细,006527
39,002960,青鸟消防,0.93,58.59,1604.73,2022年2季度股票投资明细,006527
40,300910,瑞丰新材,0.79,21.46,1356.47,2022年2季度股票投资明细,006527
41,600938,中国海油,0.78,77.99,1347.58,2022年2季度股票投资明细,006527
42,603855,华荣股份,0.76,50.98,1299.99,2022年2季度股票投资明细,006527
43,603799,华友钴业,0.74,13.36,1277.29,2022年2季度股票投资明细,006527
44,603583,捷昌驱动,0.65,33.44,1116.56,2022年2季度股票投资明细,006527
45,601066,中信建投,0.62,37.11,1072.85,2022年2季度股票投资明细,006527
46,688008,澜起科技,0.6,17.06,1033.53,2022年2季度股票投资明细,006527
47,603666,亿嘉和,0.58,15.0,995.55,2022年2季度股票投资明细,006527
48,300662,科锐国际,0.37,12.19,632.54,2022年2季度股票投资明细,006527
49,601865,福莱特,0.34,15.14,576.83,2022年2季度股票投资明细,006527
50,002833,弘亚数控,0.3,30.95,516.31,2022年2季度股票投资明细,006527
51,688617,惠泰医疗,0.21,1.65,361.81,2022年2季度股票投资明细,006527
52,603920,世运电路,0.19,18.45,319.19,2022年2季度股票投资明细,006527
53,300470,中密控股,0.15,7.43,262.32,2022年2季度股票投资明细,006527
54,688052,纳芯微,0.09,0.41,154.96,2022年2季度股票投资明细,006527
55,688120,华海清科,0.07,0.48,119.78,2022年2季度股票投资明细,006527
56,688213,思特威,0.05,1.4,80.5,2022年2季度股票投资明细,006527
57,688047,龙芯中科,0.04,0.83,76.9,2022年2季度股票投资明细,006527
58,601688,华泰证券,0.01,1.67,23.71,2022年2季度股票投资明细,006527
59,688125,安达智能,0.01,0.38,16.39,2022年2季度股票投资明细,006527
60,688267,中触媒,0.01,0.34,10.81,2022年2季度股票投资明细,006527
